manufacturing_year,odometer_km,cycle_count,battery_health_percent,internal_resistance,charge_efficiency,remaining_capacity,charging_cycles_last_month,fast_charge_ratio,average_trip_distance,daily_distance,cooling_system_health,thermal_runaway_risk,voltage_imbalance,battery_stress_index,thermal_health_score,charging_quality_score,predicted_remaining_life_cycles,battery_failure
2019.0,112505.0,286.0,68.31,0.716,92.46,56.12,3.0,0.319,17.3,49.7,68.3,55.5,33.0,17.2,56.1,45.3,377.0,0
2015.0,89686.0,224.0,88.92,0.4284,94.98,99.78,6.0,0.328,7.9,25.5,56.4,50.2,20.55,68.3,57.9,54.4,1107.0,0
2021.0,81728.0,214.0,86.75,0.4531,96.25,41.41,8.0,0.196,15.4,52.0,80.3,56.0,13.18,27.6,57.8,67.4,929.0,0
2020.0,12925.0,91.0,95.74,0.3561,97.65,38.22,1.0,0.321,4.4,12.3,64.0,63.7,13.88,33.5,57.9,58.7,1052.0,0
2020.0,56253.0,172.0,92.78,0.462,96.42,80.53,1.0,0.172,13.2,47.1,83.2,58.7,17.04,0.0,65.1,94.1,1229.0,0
2020.0,35859.0,182.0,87.54,0.3882,95.37,42.25,1.0,0.112,6.1,20.5,78.9,68.0,18.33,24.9,45.8,52.1,904.0,0
2023.0,37228.0,1.0,99.72,0.362,96.34,113.27,4.0,0.445,15.8,39.5,86.6,42.6,10.29,39.6,66.9,36.1,1482.0,0
2024.0,29557.0,90.0,90.06,0.5178,97.2,57.34,1.0,0.39,7.8,19.2,72.8,42.9,10.37,66.4,57.2,64.3,1291.0,0
2023.0,78549.0,1.0,99.8,0.4336,96.9,89.86,3.0,0.036,7.1,21.1,84.9,52.8,7.16,48.7,56.9,79.8,1488.0,0
2024.0,36641.0,129.0,93.54,0.3784,98.72,65.32,7.0,0.071,26.1,49.1,100.0,62.2,10.5,15.3,47.3,98.6,1023.0,0
2022.0,32108.0,5.0,97.81,0.4079,97.76,120.5,3.0,0.132,20.4,32.5,69.1,54.0,9.96,33.3,63.5,92.4,1425.0,0
2021.0,500.0,15.0,99.8,0.3886,96.13,47.59,1.0,0.054,1.0,3.0,86.0,34.6,11.39,26.6,69.0,92.1,1485.0,0
2021.0,58219.0,143.0,87.25,0.4784,96.3,70.74,2.0,0.131,21.5,33.1,87.4,60.7,21.18,55.9,49.2,77.7,935.0,0
2017.0,34982.0,57.0,99.8,0.3904,98.17,83.89,1.0,0.16,6.8,17.6,72.8,51.0,16.12,25.0,60.6,72.5,1419.0,0
2016.0,4524.0,10.0,99.8,0.3518,95.44,35.71,1.0,0.111,3.7,5.6,48.9,63.0,22.94,12.1,55.8,64.2,1191.0,0
2019.0,69510.0,265.0,79.97,0.5076,93.23,86.68,3.0,0.415,20.4,32.8,69.5,61.9,25.98,32.9,59.2,11.7,911.0,0
2017.0,77010.0,115.0,95.91,0.3917,97.52,96.89,1.0,0.111,17.1,29.4,51.0,48.2,15.26,59.9,63.5,76.8,1357.0,0
2017.0,52999.0,127.0,94.74,0.4041,97.6,91.94,1.0,0.262,7.4,23.5,63.7,54.6,17.56,28.4,61.3,66.7,1330.0,0
2023.0,65845.0,214.0,91.55,0.4141,94.56,81.99,6.0,0.076,46.6,56.2,89.0,49.9,12.66,7.1,68.9,81.3,1211.0,0
2020.0,78549.0,149.0,90.18,0.4545,96.25,75.41,4.0,0.18,19.5,51.6,80.1,65.7,13.19,26.3,52.3,68.3,926.0,0
2015.0,223788.0,214.0,68.65,0.668,91.9,38.55,8.0,0.211,26.5,69.7,50.1,52.9,33.49,32.1,63.5,35.7,535.0,0
2023.0,36808.0,218.0,90.56,0.4111,94.69,56.12,2.0,0.476,22.8,39.5,89.4,49.7,20.92,29.4,68.0,4.9,1141.0,0
2024.0,47466.0,168.0,88.74,0.4687,91.6,57.8,5.0,0.354,38.9,60.6,91.1,44.4,16.56,48.2,71.9,5.8,1218.0,0
2022.0,49587.0,138.0,85.21,0.5614,94.81,74.48,5.0,0.598,24.9,41.8,86.2,57.0,17.72,54.2,57.2,40.4,1177.0,0
2015.0,82623.0,293.0,81.33,0.5063,94.78,50.01,3.0,0.195,10.7,25.2,48.9,68.1,28.22,58.3,49.7,85.8,1030.0,0
2023.0,27890.0,1.0,96.47,0.3883,95.52,116.01,1.0,0.688,11.4,23.4,90.8,46.7,3.82,33.2,64.9,52.1,1521.0,0
2021.0,36492.0,57.0,96.54,0.4331,96.54,64.75,3.0,0.209,11.7,27.5,71.6,55.5,5.21,39.8,61.6,79.0,1332.0,0
2018.0,10111.0,76.0,93.58,0.4357,95.6,118.42,1.0,0.381,1.0,3.0,68.1,55.2,12.76,54.7,53.3,53.8,1311.0,0
2023.0,9025.0,35.0,93.71,0.4739,93.74,80.38,1.0,0.219,1.1,3.0,83.0,41.6,17.76,4.9,66.2,53.8,693.0,0
2024.0,47571.0,103.0,95.29,0.3691,95.59,96.12,4.0,0.225,17.7,47.1,89.1,60.3,13.86,9.7,57.7,78.3,1039.0,0
2016.0,196689.0,308.0,78.3,0.5526,94.42,93.27,6.0,0.519,20.4,47.1,64.7,56.4,18.33,64.6,54.2,17.6,914.0,0
2021.0,61100.0,163.0,84.37,0.4603,93.71,80.26,1.0,0.61,13.5,44.5,74.5,56.8,23.15,54.9,49.1,26.3,894.0,0
2022.0,60663.0,199.0,87.61,0.5621,96.58,49.4,8.0,0.35,17.2,58.9,83.8,65.3,24.38,52.1,44.1,22.1,1103.0,0
2015.0,121982.0,213.0,85.19,0.3958,92.94,90.7,2.0,0.409,25.5,35.8,56.0,61.2,15.48,31.1,61.6,52.1,870.0,0
2023.0,54414.0,201.0,83.56,0.4942,94.79,46.06,7.0,0.51,19.0,48.2,73.3,58.7,21.58,57.6,47.4,34.6,1043.0,0
2023.0,37401.0,117.0,94.35,0.404,96.36,77.81,2.0,0.319,24.1,47.1,93.6,48.3,2.15,22.2,64.8,66.1,1289.0,0
2019.0,202433.0,350.0,74.93,0.4892,92.83,83.77,4.0,0.4,28.6,97.6,66.3,73.8,15.14,61.2,44.5,5.7,643.0,0
2019.0,64342.0,169.0,90.27,0.4341,95.77,66.69,3.0,0.705,9.2,28.2,67.6,51.8,11.7,64.5,61.4,27.9,1201.0,0
2018.0,50695.0,127.0,94.65,0.4427,95.82,62.45,3.0,0.251,11.8,27.4,61.3,52.7,12.99,10.2,59.7,58.9,1328.0,0
2016.0,59494.0,161.0,85.87,0.4795,95.86,73.35,1.0,0.692,17.8,23.3,49.5,64.3,27.3,70.3,38.7,17.5,906.0,0
2022.0,43976.0,52.0,99.8,0.3223,95.35,91.32,4.0,0.244,15.8,47.1,75.6,57.3,16.05,36.7,52.4,74.5,1142.0,0
2020.0,35120.0,100.0,89.71,0.5416,94.83,92.1,1.0,0.311,11.3,14.6,71.1,57.0,19.54,24.5,55.2,44.6,1221.0,0
2022.0,130685.0,362.0,75.67,0.6328,93.51,64.94,10.0,0.613,35.0,100.6,72.8,65.5,29.24,52.5,54.2,38.2,872.0,0
2022.0,41265.0,142.0,91.74,0.4232,94.98,41.37,7.0,0.319,17.0,32.2,85.2,50.4,20.35,21.4,59.1,91.0,1231.0,0
2022.0,69245.0,130.0,93.54,0.4544,96.73,72.69,6.0,0.259,23.3,67.7,93.9,50.0,17.6,14.6,58.5,72.7,1339.0,0
2015.0,201995.0,507.0,71.74,0.5828,92.94,62.12,5.0,0.219,20.1,61.0,61.5,62.3,23.35,10.8,61.0,73.0,723.0,0
2020.0,42015.0,103.0,96.85,0.3222,95.61,87.01,4.0,0.239,9.6,16.3,85.3,64.8,1.6,45.3,48.1,78.5,1030.0,0
2017.0,49564.0,182.0,76.01,0.6165,95.97,48.4,1.0,0.371,7.5,47.1,72.8,52.1,32.58,23.1,62.2,21.9,466.0,0
2022.0,44220.0,126.0,87.44,0.491,94.98,66.97,1.0,0.36,10.4,34.3,98.9,35.2,18.33,21.5,74.1,15.2,599.0,0
2015.0,19512.0,39.0,97.74,0.4806,97.55,121.86,1.0,0.148,1.0,3.0,55.4,37.9,21.72,21.1,68.8,97.9,732.0,0
2021.0,50722.0,217.0,93.15,0.4079,96.58,45.81,4.0,0.025,9.0,31.0,70.4,49.8,8.57,6.2,64.5,52.1,1131.0,0
2017.0,22454.0,78.0,97.55,0.385,97.49,81.77,1.0,0.203,3.2,8.2,74.8,48.9,6.21,19.0,62.9,52.1,1410.0,0
2016.0,73108.0,187.0,86.48,0.3754,93.38,64.67,2.0,0.349,15.5,22.1,63.8,59.7,23.62,21.2,44.0,51.8,886.0,0
2019.0,77612.0,181.0,90.65,0.4738,94.98,72.14,10.0,0.097,24.3,40.1,72.7,66.9,16.7,54.6,47.9,63.3,1155.0,0
2017.0,78549.0,219.0,88.96,0.4512,93.8,67.8,2.0,0.019,13.7,30.2,65.8,54.2,17.14,9.4,63.5,88.9,1162.0,0
2022.0,106237.0,281.0,85.97,0.4481,93.95,70.64,5.0,0.238,24.6,84.4,81.4,55.6,17.89,28.9,61.2,33.7,1067.0,0
2019.0,118143.0,240.0,92.61,0.4419,95.43,68.75,1.0,0.025,20.9,56.5,64.0,44.8,10.0,17.6,69.1,62.0,1214.0,0
2024.0,25789.0,1.0,99.8,0.5063,97.56,85.68,7.0,0.126,12.9,40.4,85.1,57.3,12.47,47.0,58.4,100.0,1190.0,0
2019.0,89466.0,208.0,78.99,0.6722,94.72,67.64,2.0,0.189,31.0,41.7,72.8,52.2,30.4,18.7,62.0,80.8,496.0,0
2017.0,46893.0,41.0,97.75,0.4016,95.79,94.54,1.0,0.175,3.3,10.9,55.7,57.0,14.92,52.8,54.2,69.3,1444.0,0
2022.0,11376.0,53.0,91.55,0.5129,92.85,54.91,1.0,0.428,3.6,6.5,79.9,69.2,18.44,73.8,50.7,47.2,1301.0,0
2022.0,83205.0,135.0,93.69,0.4352,94.83,68.91,5.0,0.281,30.1,77.4,89.0,47.1,1.57,42.6,70.2,68.3,1295.0,0
2021.0,33077.0,144.0,96.22,0.4345,96.0,56.71,3.0,0.075,9.0,18.8,87.7,48.7,3.62,5.3,74.1,64.2,1332.0,0
2022.0,50686.0,145.0,89.83,0.4177,94.38,64.02,8.0,0.388,15.2,44.7,76.8,80.6,17.51,33.4,41.9,54.1,908.0,0
2018.0,42540.0,134.0,89.38,0.4777,94.9,76.1,2.0,0.531,4.7,16.0,60.6,49.4,19.02,66.0,67.5,59.1,1251.0,0
2022.0,57682.0,158.0,89.36,0.4655,95.19,83.25,4.0,0.473,23.8,61.9,82.8,45.4,13.05,16.4,56.5,47.5,1225.0,0
2021.0,91291.0,279.0,79.48,0.5129,92.7,52.2,6.0,0.599,18.7,62.8,74.2,72.4,22.13,27.5,41.2,48.2,750.0,0
2023.0,31684.0,85.0,95.85,0.3861,98.26,58.06,6.0,0.185,12.5,41.5,85.5,58.1,16.25,0.0,63.5,60.1,1093.0,0
2017.0,73630.0,218.0,89.48,0.4783,96.41,53.72,2.0,0.284,13.9,31.9,44.7,44.4,25.17,37.1,66.6,48.6,1145.0,0
2019.0,121844.0,313.0,79.89,0.572,94.98,64.92,6.0,0.246,23.3,54.0,81.1,54.9,17.77,9.0,53.6,73.2,938.0,0
2018.0,19364.0,170.0,84.59,0.5137,93.89,31.77,2.0,0.398,3.8,6.9,76.5,65.5,21.72,51.1,56.0,69.8,829.0,0
2015.0,112170.0,263.0,87.61,0.5045,98.28,80.67,4.0,0.237,13.1,37.1,72.5,53.2,6.97,27.7,60.1,60.2,1133.0,0
2024.0,15221.0,6.0,99.8,0.3317,97.12,98.22,4.0,0.182,6.9,19.3,82.3,57.5,9.73,0.0,56.7,89.6,1183.0,0
2021.0,26686.0,61.0,97.95,0.3776,95.51,119.52,2.0,0.038,8.0,16.7,71.7,56.8,14.39,14.4,50.3,86.3,1126.0,0
2021.0,28167.0,53.0,99.8,0.3884,94.98,97.1,1.0,0.314,17.0,23.6,91.3,46.5,4.27,8.5,64.9,58.1,1453.0,0
2023.0,80796.0,214.0,86.51,0.4756,96.33,70.81,5.0,0.339,31.5,85.4,89.1,52.4,20.12,14.5,62.9,53.1,1114.0,0
2018.0,115209.0,359.0,81.3,0.6087,93.02,52.68,4.0,0.343,26.5,46.5,49.9,54.3,23.59,32.7,60.0,29.6,915.0,0
2024.0,8465.0,73.0,91.66,0.442,94.48,111.04,1.0,0.653,6.7,8.5,82.6,58.5,13.81,76.7,53.1,44.6,1070.0,0
2024.0,5328.0,62.0,96.91,0.378,96.76,89.57,1.0,0.09,2.4,4.6,78.9,60.3,6.16,0.0,57.0,97.9,1340.0,0
2024.0,4801.0,1.0,99.8,0.3343,96.24,60.67,1.0,0.381,7.8,16.2,100.0,63.0,6.51,50.8,46.1,48.4,1182.0,0
2019.0,132300.0,321.0,71.74,0.6608,93.59,65.58,3.0,0.251,46.4,57.7,72.8,56.8,25.28,8.4,54.1,64.6,353.0,0
2021.0,119613.0,325.0,80.99,0.5259,94.91,71.29,5.0,0.406,20.7,71.5,80.1,53.1,18.32,52.1,62.7,54.8,924.0,0
2018.0,47740.0,85.0,94.84,0.3766,93.26,90.45,2.0,0.154,9.0,18.8,69.3,48.0,18.33,52.8,58.6,43.8,1312.0,0
2016.0,65518.0,321.0,87.61,0.462,94.02,37.31,5.0,0.111,7.1,20.5,50.1,70.5,18.33,7.4,52.0,70.3,710.0,0
2017.0,136181.0,320.0,82.43,0.5127,93.51,60.14,4.0,0.342,22.6,54.2,61.6,62.8,24.05,44.0,57.8,52.1,980.0,0
2017.0,6530.0,28.0,99.8,0.3311,96.73,97.67,1.0,0.111,1.5,3.0,76.0,58.4,6.8,23.2,53.5,74.1,1137.0,0
2024.0,30946.0,87.0,92.25,0.4844,95.33,64.65,7.0,0.328,35.1,68.8,88.5,54.8,14.69,33.2,67.8,52.1,1285.0,0
2023.0,52976.0,172.0,89.5,0.4802,94.92,77.39,2.0,0.125,38.6,73.4,91.1,66.8,6.97,27.2,50.8,52.1,895.0,0
2024.0,19095.0,45.0,98.78,0.3954,97.78,48.4,2.0,0.089,22.1,26.6,92.0,46.4,3.25,35.1,62.0,100.0,1450.0,0
2018.0,111121.0,366.0,75.26,0.5314,93.82,46.53,7.0,0.279,15.6,38.3,66.2,66.5,22.25,16.6,56.9,63.9,663.0,0
2018.0,3819.0,1.0,99.8,0.4161,97.61,91.24,1.0,0.468,20.4,3.4,63.1,51.2,11.04,44.5,68.3,61.7,1482.0,0
2021.0,56765.0,284.0,85.52,0.5063,94.98,40.0,4.0,0.514,20.3,35.1,86.4,56.4,15.15,50.2,58.5,46.9,1023.0,0
2016.0,78094.0,349.0,82.79,0.5063,95.32,37.05,5.0,0.448,12.0,26.0,61.0,58.0,20.09,51.8,56.0,55.3,970.0,0
2020.0,50918.0,210.0,88.84,0.4485,96.31,55.95,4.0,0.239,21.2,34.0,66.5,59.8,19.65,58.4,57.4,56.7,1157.0,0
2020.0,10556.0,214.0,99.8,0.3484,94.91,47.7,4.0,0.073,2.8,8.6,75.1,60.0,15.14,0.0,55.1,89.2,1117.0,0
2020.0,58026.0,73.0,96.2,0.5063,97.5,92.76,5.0,0.244,27.3,57.4,81.6,45.0,9.16,26.4,68.1,67.6,1354.0,0
2015.0,79098.0,163.0,93.53,0.5063,96.38,63.61,3.0,0.386,14.7,28.0,58.1,43.8,14.6,21.0,75.4,83.9,1267.0,0
2020.0,97544.0,301.0,83.07,0.5277,93.77,49.47,8.0,0.505,15.4,53.0,77.0,61.3,18.17,48.1,52.7,52.1,998.0,0
2015.0,204279.0,546.0,87.61,0.6192,92.13,48.73,6.0,0.683,42.7,59.9,60.5,58.4,22.09,60.2,55.8,30.8,635.0,0
2018.0,93569.0,121.0,97.32,0.36,97.58,120.86,1.0,0.036,23.3,33.0,54.9,65.0,18.59,38.8,50.8,100.0,1047.0,0
2022.0,69436.0,241.0,89.59,0.4148,97.39,55.87,8.0,0.34,27.2,60.7,83.3,58.7,26.71,26.3,55.8,73.0,1171.0,0
2020.0,25950.0,162.0,92.53,0.4869,95.15,54.09,1.0,0.102,5.1,10.6,85.7,49.4,7.62,58.2,65.3,79.1,1236.0,0
2017.0,13135.0,214.0,98.08,0.4053,97.05,78.06,1.0,0.457,1.3,4.0,68.9,42.3,12.88,35.9,64.7,52.3,1392.0,0
2024.0,34500.0,214.0,91.57,0.4619,93.47,31.56,10.0,0.401,28.1,59.7,100.0,53.0,11.24,60.2,56.9,55.1,1218.0,0
2016.0,55878.0,308.0,85.55,0.5438,95.0,32.52,2.0,0.242,6.5,20.8,60.5,56.5,17.62,24.8,57.5,47.7,980.0,0
2019.0,112861.0,241.0,79.99,0.4839,95.59,63.05,2.0,0.357,22.5,49.6,74.9,64.5,15.71,37.9,51.4,69.5,761.0,0
2022.0,78549.0,195.0,89.73,0.3867,95.09,51.64,6.0,0.139,18.3,47.1,88.2,54.3,15.36,15.1,61.3,80.0,890.0,0
2021.0,43542.0,88.0,88.09,0.5467,97.27,91.59,2.0,0.373,17.0,26.4,68.2,56.8,17.22,52.1,58.2,79.6,612.0,0
2016.0,7131.0,24.0,98.2,0.3892,96.83,41.09,1.0,0.338,1.3,3.0,58.1,55.9,12.52,36.2,55.2,75.4,1428.0,0
2019.0,42505.0,129.0,93.35,0.3821,97.18,88.35,1.0,0.375,10.1,17.9,72.1,51.5,16.34,5.8,58.4,18.8,1289.0,0
2017.0,87586.0,291.0,82.63,0.5738,94.14,58.63,1.0,0.379,11.2,28.9,61.9,58.0,22.15,16.8,61.0,54.7,1027.0,0
2024.0,19939.0,94.0,95.04,0.3786,96.38,99.6,3.0,0.33,9.4,29.0,97.0,59.6,3.19,23.2,56.7,48.9,1075.0,0
2021.0,86494.0,249.0,82.97,0.5146,93.34,55.04,7.0,0.319,19.8,56.8,72.8,58.6,27.51,25.1,54.2,36.0,1015.0,0
2018.0,126156.0,307.0,84.53,0.5372,95.71,64.91,7.0,0.349,15.7,50.2,79.8,51.8,19.25,21.6,54.6,88.8,1030.0,0
2018.0,137203.0,341.0,78.29,0.4977,91.89,61.32,8.0,0.264,43.0,52.9,73.8,59.5,29.29,45.7,61.2,51.8,872.0,0
2015.0,137636.0,223.0,89.33,0.4749,95.39,92.41,3.0,0.097,14.9,39.1,57.2,54.8,12.75,13.6,59.1,85.7,1162.0,0
2021.0,56559.0,119.0,94.91,0.4202,97.69,103.14,1.0,0.472,25.8,41.7,86.4,47.5,6.3,39.1,67.2,65.5,1262.0,0
2020.0,66348.0,315.0,78.96,0.5399,94.31,29.65,11.0,0.53,15.8,38.6,75.6,65.7,24.24,43.5,51.1,23.8,1030.0,0
2019.0,47041.0,91.0,90.1,0.5154,90.85,70.82,1.0,0.304,8.9,22.6,52.8,69.9,27.98,56.0,48.2,36.8,1043.0,0
2022.0,7268.0,14.0,97.51,0.2762,98.57,82.85,1.0,0.279,1.0,3.0,80.9,58.1,2.74,36.4,64.8,68.9,1175.0,0
2022.0,88383.0,156.0,90.84,0.4139,96.02,83.78,4.0,0.6,24.5,70.4,89.9,54.6,7.15,73.9,71.7,18.1,1172.0,0
2021.0,50650.0,81.0,98.08,0.3515,95.52,78.5,3.0,0.395,12.9,36.2,72.8,46.0,26.61,5.1,65.6,54.7,1409.0,0
2017.0,95878.0,140.0,92.75,0.4089,97.49,95.16,6.0,0.148,30.1,39.4,77.7,76.1,12.52,33.2,43.9,77.2,1033.0,0
2016.0,121861.0,283.0,82.48,0.5567,94.98,64.63,2.0,0.287,30.4,40.3,64.2,66.3,19.04,39.3,51.2,57.7,982.0,0
2015.0,115384.0,357.0,79.62,0.5985,93.87,49.57,6.0,0.358,21.7,31.5,60.9,58.4,19.38,44.6,57.3,65.3,945.0,0
2019.0,27577.0,135.0,93.16,0.4124,93.58,90.16,1.0,0.137,5.4,8.8,70.8,58.5,16.38,33.2,60.8,78.3,1314.0,0
2020.0,168646.0,368.0,80.63,0.5491,95.65,70.08,7.0,0.258,29.1,62.1,59.2,67.0,21.58,15.7,53.9,52.7,1030.0,0
2021.0,91559.0,356.0,81.55,0.5675,95.05,40.86,8.0,0.399,34.5,57.3,85.3,67.2,16.44,33.6,49.9,28.9,930.0,0
2017.0,131667.0,294.0,87.36,0.4928,94.98,86.25,1.0,0.39,18.7,47.9,60.7,58.2,14.1,7.8,61.5,71.3,1046.0,0
2019.0,22319.0,98.0,93.19,0.4483,93.75,83.94,1.0,0.56,1.9,3.0,78.7,50.7,14.24,34.0,59.6,36.1,1295.0,0
2024.0,500.0,80.0,99.8,0.4094,95.63,78.08,1.0,0.046,1.4,3.0,95.3,41.2,14.6,19.3,67.1,90.2,1405.0,0
2015.0,68765.0,148.0,86.69,0.466,92.64,90.96,2.0,0.289,7.9,18.7,62.8,66.6,19.4,16.5,52.9,43.8,935.0,0
2022.0,64550.0,305.0,81.51,0.4821,94.98,43.7,9.0,0.594,15.9,52.0,84.1,55.1,17.41,59.2,55.9,28.0,934.0,0
2017.0,95722.0,190.0,85.42,0.4466,95.03,71.01,2.0,0.421,20.4,33.4,67.6,64.1,14.11,34.4,53.7,54.2,852.0,0
2023.0,26513.0,1.0,87.61,0.3591,97.9,83.58,4.0,0.373,12.3,30.7,83.0,59.9,10.0,35.5,54.0,45.1,1190.0,0
2017.0,78549.0,117.0,90.73,0.4489,95.31,56.42,1.0,0.316,9.5,14.5,50.4,55.1,30.19,16.3,56.0,63.8,1267.0,0
2016.0,208983.0,540.0,70.91,0.5877,90.91,45.8,5.0,0.493,20.0,66.9,66.4,69.5,26.93,27.8,56.9,15.8,657.0,0
2020.0,158430.0,303.0,78.35,0.5781,93.19,78.08,7.0,0.269,39.7,85.9,79.2,52.9,22.3,33.2,61.1,36.0,954.0,0
2018.0,127412.0,206.0,88.95,0.4601,94.02,85.84,2.0,0.319,20.6,52.5,71.9,48.5,15.99,19.6,57.5,39.5,1030.0,0
2018.0,158148.0,469.0,77.14,0.5757,92.7,59.82,4.0,0.233,22.4,61.8,72.8,60.4,34.8,24.7,54.6,46.5,816.0,0
2016.0,55083.0,125.0,87.61,0.4259,95.99,80.37,2.0,0.316,7.3,14.0,57.0,54.6,3.711,37.4,50.9,78.1,1268.0,0
2019.0,13194.0,1.0,99.8,0.3306,97.66,79.48,1.0,0.088,1.0,3.0,68.1,44.2,11.24,31.0,65.2,100.0,1478.0,0
2019.0,52375.0,249.0,85.77,0.4791,94.79,55.49,3.0,0.618,10.1,24.5,68.9,48.3,13.92,30.6,52.0,27.4,1029.0,0
2023.0,48106.0,125.0,93.91,0.34,96.46,83.22,9.0,0.241,21.5,68.6,82.4,67.4,14.41,29.8,56.9,16.7,1000.0,0
2017.0,128451.0,252.0,88.37,0.445,94.33,81.18,7.0,0.426,22.7,49.8,70.7,58.9,8.72,34.1,45.5,42.0,1098.0,0
2017.0,122179.0,334.0,81.92,0.5168,94.67,77.48,1.0,0.304,17.6,43.9,60.5,51.6,21.43,0.0,56.2,36.6,936.0,0
2018.0,51099.0,214.0,90.99,0.4368,94.92,48.0,6.0,0.261,8.8,23.5,77.2,60.8,11.6,15.3,54.9,63.7,1212.0,0
2024.0,19490.0,76.0,91.15,0.4096,95.06,38.94,8.0,0.443,13.1,42.2,95.5,61.1,8.62,44.9,59.8,51.3,1011.0,0
2023.0,73177.0,214.0,82.16,0.521,95.17,78.87,8.0,0.482,27.1,81.6,63.6,78.9,26.84,30.9,38.7,35.0,836.0,0
2018.0,58627.0,97.0,97.07,0.4107,98.7,94.61,1.0,0.319,7.0,23.6,65.3,63.4,15.24,27.1,54.1,63.2,1307.0,0
2020.0,15370.0,30.0,98.88,0.3888,94.98,76.84,1.0,0.266,3.3,9.3,60.4,64.4,10.85,29.8,56.9,93.0,1186.0,0
2018.0,18689.0,41.0,94.38,0.3533,95.39,84.4,2.0,0.134,6.9,11.0,63.2,62.4,11.11,19.9,53.1,81.8,1081.0,0
2018.0,148314.0,469.0,75.55,0.596,91.71,42.24,6.0,0.115,50.1,62.2,67.6,65.5,31.34,42.2,52.2,85.0,736.0,0
2023.0,9672.0,97.0,87.14,0.5409,93.52,62.72,3.0,0.262,17.6,25.6,88.7,64.3,19.37,33.2,60.7,48.2,1206.0,0
2024.0,46313.0,124.0,96.65,0.4121,95.68,62.47,9.0,0.219,23.5,69.1,99.8,53.1,12.9,19.8,62.1,82.2,1332.0,0
2021.0,87500.0,312.0,78.51,0.5075,93.1,50.89,9.0,0.211,38.3,63.4,84.4,66.6,20.61,23.3,56.9,65.5,679.0,0
2022.0,6092.0,1.0,99.32,0.3934,95.42,71.25,1.0,0.071,2.4,3.0,97.6,52.7,14.04,16.4,53.8,70.5,1480.0,0
2023.0,69037.0,158.0,92.56,0.4454,97.71,83.76,9.0,0.413,23.9,70.3,80.7,53.0,18.01,43.1,63.2,28.1,1210.0,0
2019.0,166275.0,480.0,81.79,0.5179,95.2,60.46,9.0,0.082,45.6,83.0,88.0,52.1,15.04,18.5,57.7,85.8,806.0,0
2022.0,80485.0,204.0,89.37,0.4232,96.49,108.72,1.0,0.17,22.7,63.4,77.1,43.7,18.33,17.1,69.4,81.5,1192.0,0
2022.0,27314.0,57.0,90.86,0.5063,97.1,69.41,1.0,0.417,10.7,28.7,87.0,42.6,8.76,34.1,56.9,66.4,650.0,0
2019.0,162138.0,378.0,82.26,0.5221,94.13,66.34,10.0,0.155,34.5,68.9,68.7,64.9,3.6525,11.8,48.2,57.3,942.0,0
2017.0,177685.0,463.0,83.04,0.5428,93.82,69.94,2.0,0.158,18.3,58.8,77.4,54.5,21.8,0.8,59.7,57.0,858.0,0
2018.0,74575.0,214.0,90.75,0.4613,94.98,64.02,1.0,0.296,9.8,30.3,58.1,58.0,18.81,33.2,57.8,58.3,1141.0,0
2016.0,85453.0,394.0,76.99,0.6291,94.65,37.29,4.0,0.235,12.1,29.0,63.3,64.2,24.43,50.9,46.6,60.7,859.0,0
2022.0,32206.0,188.0,87.91,0.5577,91.83,54.83,5.0,0.176,9.6,30.0,74.0,68.9,18.83,47.5,49.7,62.9,1165.0,0
2023.0,39001.0,124.0,93.54,0.436,96.83,65.08,2.0,0.339,29.3,41.5,83.7,53.9,6.53,30.9,66.8,58.0,995.0,0
2015.0,95766.0,110.0,89.68,0.4021,96.83,107.44,3.0,0.247,7.9,25.8,45.8,67.1,10.87,5.6,48.9,43.5,994.0,0
2021.0,46275.0,118.0,88.2,0.53,96.56,77.41,5.0,0.055,7.7,24.5,77.0,41.8,15.54,17.0,70.5,89.8,577.0,0
2020.0,30316.0,122.0,92.04,0.424,97.42,85.96,2.0,0.472,11.6,17.6,65.3,56.8,16.66,56.4,49.8,69.2,1012.0,0
2016.0,197153.0,582.0,71.21,0.5754,93.16,48.31,8.0,0.455,31.0,67.1,61.6,64.1,31.67,32.3,48.5,35.1,625.0,0
2024.0,78549.0,171.0,82.92,0.4064,95.62,44.53,11.0,0.675,35.2,94.8,72.8,66.4,21.29,41.0,46.8,0.0,864.0,0
2023.0,24618.0,143.0,87.64,0.4963,95.59,30.55,1.0,0.388,11.4,25.4,92.7,52.3,11.04,44.0,60.6,70.9,1242.0,0
2020.0,125335.0,242.0,87.14,0.4131,93.1,104.19,3.0,0.187,35.8,66.8,75.8,78.7,16.07,0.8,37.6,58.2,876.0,0
2020.0,61694.0,144.0,82.18,0.6137,93.15,64.02,4.0,0.302,23.5,40.6,73.0,45.6,15.82,10.4,68.3,65.8,524.0,0
2020.0,62406.0,161.0,82.13,0.6378,94.98,67.56,2.0,0.345,12.7,33.1,71.8,56.8,18.11,9.5,65.7,58.7,503.0,0
2016.0,138797.0,383.0,78.89,0.5365,91.45,66.85,5.0,0.515,35.7,48.2,52.4,52.5,25.68,35.3,58.2,13.6,902.0,0
2020.0,78549.0,16.0,99.8,0.31,97.52,67.2,3.0,0.12,2.2,3.0,61.2,59.9,17.79,21.3,59.0,78.1,1236.0,0
