vehicle_id,manufacturing_year,odometer_km,cycle_count,battery_health_percent,internal_resistance,charge_efficiency,remaining_capacity,charging_cycles_last_month,fast_charge_ratio,average_trip_distance,daily_distance,cooling_system_health,thermal_runaway_risk,voltage_imbalance,battery_stress_index,thermal_health_score,charging_quality_score,predicted_remaining_life_cycles,battery_failure,BMS_warning_count,capacity_loss_percent,vehicle_age_years
EV185686,2015.0,198998.0,601.0,66.96,0.6504,90.95,45.94,5.0,0.254,18.5,60.9,59.1,65.8,28.16,57.1,56.9,15.3,531.0,1,,33.04,11.33
EV110012,2017.0,9149.0,1.0,97.87,0.3578,96.59,88.91,3.0,0.375,1.3,3.0,63.2,67.5,18.32,42.4,53.3,58.8,1154.0,0,2.0,2.13,8.88
EV296517,2019.0,53647.0,134.0,93.77,0.325,96.0,75.6,4.0,0.312,13.9,32.7,54.2,68.4,23.81,26.1,50.6,41.3,1036.0,0,4.0,6.23,6.89
EV209936,2015.0,10252.0,48.0,91.51,0.4823,95.79,80.14,1.0,0.174,2.2,3.0,60.3,42.0,20.23,20.4,68.4,63.6,690.0,0,2.0,8.49,11.16
EV124491,2020.0,105764.0,327.0,84.89,0.5186,96.69,64.02,7.0,0.025,22.0,58.2,74.9,62.3,31.7,18.0,49.9,65.3,1013.0,0,3.0,,5.74
EV283581,2019.0,13672.0,111.0,92.81,0.3785,98.19,51.17,3.0,0.47,1.7,3.0,69.7,60.3,12.22,50.6,55.7,63.2,976.0,0,2.0,7.19,6.9
EV137353,2016.0,109908.0,394.0,80.52,0.5063,93.95,44.81,5.0,0.355,13.9,34.6,54.7,53.0,22.56,38.5,57.9,30.7,934.0,0,1.0,19.48,10.15
EV255672,2016.0,436902.0,1588.0,46.92,0.8235,90.25,25.11,13.0,0.833,71.4,147.0,69.2,69.9,39.82,92.1,47.7,0.0,1030.0,1,3.0,53.08,9.89
EV173543,2020.0,52850.0,138.0,89.87,0.5063,95.36,65.92,2.0,0.669,15.8,23.2,77.0,49.8,12.27,11.2,60.5,3.6,1201.0,0,1.0,,5.84
EV129934,2021.0,52024.0,221.0,85.82,0.3908,97.8,50.18,5.0,0.208,20.0,34.1,81.4,66.4,11.08,10.4,45.5,85.1,791.0,0,0.0,14.18,5.3
EV166705,2021.0,50326.0,82.0,99.67,0.3433,97.3,73.11,4.0,0.319,8.4,28.8,80.4,61.6,4.87,21.5,55.2,88.0,1030.0,0,4.0,0.33,5.04
EV218241,2023.0,74215.0,205.0,86.39,0.4916,92.8,63.49,8.0,0.319,33.6,76.4,77.4,53.1,12.87,51.4,54.8,0.0,1080.0,0,0.0,,3.1
EV198624,2024.0,53174.0,123.0,96.03,0.4192,96.56,54.74,9.0,0.027,20.4,66.6,84.1,50.8,12.54,2.5,57.8,96.2,1338.0,0,3.0,3.97,1.9
EV291845,2016.0,129329.0,426.0,79.17,0.5073,94.27,43.61,2.0,0.266,14.8,45.6,72.1,63.3,22.29,20.2,52.3,40.0,831.0,0,,20.83,9.83
EV165593,2023.0,1151.0,36.0,99.8,0.3759,98.29,117.5,1.0,0.3,1.0,3.0,82.6,53.2,13.34,33.8,58.0,75.4,1469.0,0,3.0,0.2,3.12
EV228435,2022.0,67981.0,273.0,87.15,0.446,94.91,42.87,6.0,0.222,14.6,44.3,72.8,53.3,15.77,12.3,53.9,75.6,1076.0,0,1.0,12.85,4.04
EV116857,2024.0,38301.0,123.0,98.15,0.392,95.98,46.65,4.0,0.141,9.4,31.6,72.8,50.0,8.84,15.9,62.9,89.0,1353.0,0,2.0,,2.24
EV116689,2023.0,118384.0,514.0,69.76,0.6964,90.75,30.32,15.0,0.72,93.8,116.4,81.0,63.6,21.74,96.8,52.2,0.0,712.0,1,5.0,30.24,3.28
EV273668,2022.0,72447.0,114.0,97.04,0.372,97.34,75.36,6.0,0.281,20.0,64.8,97.6,42.8,5.97,22.7,65.9,78.7,1303.0,0,2.0,2.96,3.67
EV136353,2017.0,106302.0,276.0,90.77,0.4535,97.61,76.0,3.0,0.163,25.6,40.1,58.3,53.8,21.6,33.2,64.3,78.0,1125.0,0,1.0,9.23,8.95
EV246634,2016.0,106594.0,244.0,90.15,0.47,96.6,84.2,1.0,0.222,12.7,33.0,53.9,49.3,15.39,8.9,71.0,84.3,1087.0,0,4.0,9.85,10.08
EV188110,2019.0,52156.0,116.0,90.46,0.5129,95.81,91.52,2.0,0.203,12.6,22.8,76.9,61.2,7.37,66.3,53.1,72.8,1232.0,0,2.0,9.54,7.09
EV203410,2021.0,53565.0,156.0,85.14,0.5929,94.91,87.55,2.0,0.255,16.7,40.9,68.6,56.8,11.71,52.9,55.9,41.1,1131.0,0,2.0,14.86,5.01
EV213973,2015.0,169325.0,695.0,87.61,0.6619,91.82,30.62,10.0,0.499,32.0,46.1,58.3,60.7,26.56,57.3,56.5,0.0,578.0,1,2.0,33.69,11.04
EV275717,2017.0,273841.0,862.0,50.83,0.6949,92.74,31.29,16.0,0.423,55.0,110.9,49.8,83.7,33.13,45.0,44.5,29.7,210.0,1,3.0,49.17,8.71
EV182538,2016.0,345876.0,1230.0,43.76,0.7156,87.88,24.51,18.0,0.377,54.7,115.3,46.1,91.0,45.14,9.7,30.5,19.8,15.0,1,2.0,56.24,9.92
EV190197,2016.0,334200.0,853.0,51.77,0.6871,94.18,42.31,13.0,0.673,82.3,112.6,61.5,85.3,21.97,35.7,39.4,0.0,124.0,1,2.0,48.23,10.0
EV269362,2020.0,67793.0,220.0,87.61,0.5633,97.36,72.44,8.0,0.284,22.4,37.7,72.8,75.9,18.33,44.3,50.4,97.6,1086.0,0,1.0,15.54,5.69
EV289944,2016.0,226724.0,1196.0,51.25,0.5063,90.37,20.39,15.0,0.501,28.9,73.3,72.8,68.1,36.85,75.4,51.5,21.7,148.0,1,1.0,48.75,
EV194895,2018.0,15525.0,25.0,99.8,0.2916,95.74,74.41,1.0,0.078,1.3,3.0,67.0,56.5,6.52,25.6,61.8,89.3,1443.0,0,1.0,0.2,7.86
EV267851,2020.0,285019.0,1307.0,52.29,0.7666,90.18,23.53,12.0,0.611,47.7,84.4,65.2,65.7,29.68,44.8,48.6,22.7,77.0,1,1.0,47.71,10.69
EV169143,2019.0,78549.0,412.0,83.49,0.5216,95.48,49.29,9.0,0.269,25.7,57.1,79.1,56.7,13.88,34.3,55.7,74.5,919.0,0,2.0,16.51,7.03
EV196872,2020.0,80233.0,298.0,88.47,0.4455,95.52,42.84,8.0,0.018,35.5,66.0,80.9,49.4,3.61,0.0,63.1,58.4,1071.0,0,1.0,11.53,4.07
EV154538,2020.0,100208.0,214.0,84.85,0.5063,96.3,73.06,3.0,0.3,22.5,62.9,87.0,59.9,16.69,28.5,58.1,54.2,1089.0,0,1.0,15.15,5.97
EV148068,2019.0,103069.0,380.0,76.67,0.6159,94.49,33.32,5.0,0.295,16.8,49.3,76.6,57.6,24.16,28.5,53.7,70.1,934.0,0,5.0,23.33,6.94
EV144823,2016.0,335283.0,214.0,52.38,0.8851,88.73,34.31,12.0,0.395,53.0,114.5,59.6,85.0,35.76,33.2,39.0,0.0,291.0,1,0.0,47.62,
EV178749,2024.0,28086.0,26.0,99.45,0.3775,99.05,91.86,1.0,0.109,11.2,18.1,100.0,42.4,3.54,8.9,61.7,100.0,1443.0,0,1.0,0.55,2.31
EV109172,2015.0,191373.0,699.0,59.34,0.6791,93.35,35.17,9.0,0.512,19.6,57.1,53.2,89.5,31.78,31.3,40.0,47.0,269.0,1,4.0,40.66,11.11
EV275540,2020.0,13160.0,36.0,96.83,0.428,96.29,42.99,1.0,0.59,1.0,3.0,82.2,36.4,3.46,40.4,76.5,38.3,752.0,0,2.0,3.17,3.21
EV182442,2020.0,48370.0,147.0,75.67,0.7156,92.35,66.16,3.0,0.227,20.4,26.6,91.9,61.5,18.14,72.0,56.0,73.7,513.0,0,5.0,24.33,4.88
EV141941,2015.0,395732.0,1051.0,57.23,0.7425,90.57,44.02,10.0,0.603,97.3,119.0,67.1,64.3,27.44,41.8,50.4,0.0,273.0,1,2.0,42.77,11.04
EV292675,2020.0,8258.0,62.0,98.67,0.3837,93.74,38.18,4.0,0.375,4.2,12.8,79.6,38.7,16.98,68.0,69.7,66.1,1030.0,0,2.0,1.33,6.05
EV254700,2020.0,76366.0,109.0,95.38,0.429,96.12,106.3,4.0,0.169,19.3,36.5,89.7,50.7,5.26,13.5,60.0,71.6,1309.0,0,0.0,4.62,5.93
EV176382,2017.0,131406.0,432.0,77.27,0.6206,93.55,53.93,6.0,0.125,20.4,53.5,70.3,52.1,18.33,0.0,62.9,63.6,860.0,0,0.0,22.73,9.07
EV283914,2022.0,78549.0,120.0,91.94,0.4073,98.73,64.02,4.0,0.38,13.7,33.3,96.6,49.6,10.15,39.5,57.1,63.2,1284.0,0,,,4.13
EV205814,2020.0,500.0,12.0,94.8,0.4262,96.77,64.65,2.0,0.39,1.0,3.0,85.0,47.0,16.22,31.8,60.2,44.0,1466.0,0,4.0,5.2,2.0
EV101385,2019.0,500.0,1.0,97.98,0.5063,96.42,79.89,1.0,0.392,1.0,3.0,74.5,60.8,15.11,21.4,56.9,73.4,1150.0,0,3.0,2.02,7.15
EV290442,2016.0,91716.0,434.0,66.17,0.5063,93.15,26.48,4.0,0.458,11.4,29.5,61.8,84.4,28.37,33.2,39.0,38.5,495.0,1,6.0,33.83,9.75
EV196556,2023.0,53495.0,126.0,89.36,0.3983,98.05,51.87,5.0,0.118,26.8,59.7,85.9,65.0,17.91,13.7,54.0,97.9,981.0,0,3.0,10.64,2.82
EV263092,2020.0,1096.0,1.0,99.57,0.3217,98.33,75.15,1.0,0.319,1.8,3.0,77.4,60.0,11.77,23.9,55.9,64.4,1196.0,0,3.0,0.43,3.86
EV172017,2020.0,119652.0,297.0,80.55,0.4964,96.73,76.13,5.0,0.686,17.9,59.2,76.4,65.1,16.41,48.5,49.0,55.3,774.0,0,2.0,19.45,6.12
EV213599,2020.0,123284.0,312.0,73.86,0.5157,94.98,53.8,6.0,0.113,24.5,65.9,68.0,65.5,21.4,73.0,52.7,44.3,669.0,0,,26.14,6.18
EV104240,2016.0,186929.0,317.0,84.64,0.5042,92.17,102.67,1.0,0.369,18.0,47.1,66.4,64.2,21.81,39.8,47.6,58.3,949.0,0,3.0,15.36,9.86
EV124140,2022.0,60459.0,349.0,83.19,0.5928,95.54,30.83,7.0,0.214,25.3,47.1,90.4,60.8,19.7,38.6,51.7,76.6,982.0,0,4.0,16.81,4.05
EV146060,2023.0,103902.0,437.0,76.3,0.5986,92.94,44.84,9.0,0.557,40.5,100.9,88.8,61.9,20.56,75.5,44.2,32.9,772.0,0,2.0,23.7,3.21
EV203304,2017.0,10192.0,65.0,98.7,0.3372,96.01,52.55,1.0,0.125,1.2,3.0,59.0,67.8,18.45,24.7,57.5,77.0,1114.0,0,1.0,,
EV151756,2018.0,201218.0,603.0,52.37,0.7736,88.77,31.75,10.0,0.338,28.0,82.7,63.8,88.1,24.18,100.0,28.6,0.0,314.0,1,3.0,47.63,7.93
EV134596,2016.0,53429.0,63.0,94.75,0.4272,94.98,100.76,3.0,0.514,16.4,20.9,49.6,56.8,15.69,47.7,65.5,31.2,1342.0,0,1.0,5.25,9.96
EV262009,2023.0,76190.0,193.0,93.99,0.431,94.1,79.19,7.0,0.24,46.3,73.8,82.2,43.1,18.33,30.1,73.0,46.3,1215.0,0,1.0,6.01,3.04
EV173824,2021.0,31039.0,130.0,87.81,0.5333,95.04,37.84,6.0,0.506,11.1,28.0,80.7,51.0,17.32,34.7,63.2,52.1,608.0,0,2.0,12.19,4.94
EV157726,2020.0,7372.0,38.0,98.49,0.3519,98.92,120.38,1.0,0.089,1.0,3.0,71.8,68.6,16.56,36.7,57.4,100.0,1134.0,0,1.0,1.51,
EV101682,2015.0,78549.0,1015.0,58.62,0.7029,91.99,40.61,11.0,0.432,36.2,106.3,72.8,68.5,39.16,32.2,44.3,13.9,287.0,1,1.0,41.38,11.12
EV226634,2023.0,51376.0,214.0,82.31,0.6389,93.37,50.96,7.0,0.662,17.7,55.4,91.3,62.0,12.8,35.2,60.5,52.1,1030.0,0,4.0,,2.96
EV162539,2020.0,71119.0,95.0,98.13,0.4002,96.79,94.96,2.0,0.219,23.3,42.8,72.1,56.8,7.77,33.2,73.4,72.8,1403.0,0,3.0,1.87,5.91
EV146779,2022.0,78549.0,55.0,87.61,0.3927,94.41,82.73,1.0,0.118,2.0,3.0,90.7,51.3,1.55,19.2,53.7,80.4,1456.0,0,,0.2,4.23
EV221583,2016.0,74103.0,145.0,88.41,0.4666,95.54,68.35,4.0,0.618,7.9,20.7,58.3,56.7,15.41,30.7,57.6,33.5,961.0,0,2.0,11.59,9.96
EV206914,2017.0,266522.0,1040.0,53.77,0.7478,88.76,26.7,10.0,0.477,27.8,97.3,72.8,64.4,36.53,30.8,51.3,0.0,1030.0,1,4.0,46.23,9.13
EV128145,2018.0,162001.0,583.0,52.88,0.8883,88.52,28.19,8.0,0.389,18.7,62.3,65.4,70.3,32.14,36.2,44.6,9.8,111.0,1,0.0,47.12,8.17
EV117625,2022.0,149224.0,498.0,64.6,0.6937,90.54,35.45,17.0,0.286,63.5,136.4,77.4,77.6,31.17,82.0,43.1,52.1,1030.0,1,10.0,35.4,3.99
EV128659,2016.0,6105.0,65.0,96.07,0.4299,97.68,57.11,1.0,0.33,1.2,3.0,63.9,50.0,18.52,23.7,62.7,71.3,1414.0,0,3.0,3.93,9.94
EV103707,2015.0,169951.0,768.0,64.7,0.7085,90.55,28.97,5.0,0.316,37.8,48.6,54.9,69.8,29.92,49.3,44.6,28.9,513.0,1,4.0,35.3,11.17
EV215810,2019.0,226822.0,533.0,67.46,0.5409,91.2,61.35,10.0,0.157,33.8,99.1,70.1,75.6,18.33,42.2,39.8,44.6,442.0,0,3.0,32.54,7.25
EV158487,2017.0,67640.0,186.0,93.35,0.4625,95.37,81.42,3.0,0.326,7.2,25.1,64.6,46.5,15.94,0.0,68.4,78.2,1165.0,0,2.0,6.65,
EV172466,2021.0,60385.0,191.0,83.95,0.4671,94.8,60.17,4.0,0.294,19.2,32.2,83.2,68.2,21.98,0.0,49.2,43.1,880.0,0,3.0,16.05,5.05
EV213738,2022.0,42134.0,120.0,96.2,0.365,96.02,64.02,4.0,0.265,10.8,36.8,92.4,67.4,11.25,36.3,50.4,79.5,1051.0,0,0.0,3.8,4.15
EV132841,2024.0,37635.0,204.0,85.8,0.504,94.57,64.02,8.0,0.284,30.5,51.8,99.6,45.1,11.6,34.5,62.8,67.4,1136.0,0,2.0,14.2,1.9
EV205154,2020.0,21895.0,1.0,99.8,0.3645,97.18,53.03,4.0,0.163,20.4,14.5,80.9,38.4,6.97,13.1,76.2,92.0,1539.0,0,1.0,0.2,6.16
EV231846,2020.0,78549.0,149.0,87.61,0.4665,95.69,57.36,2.0,0.25,11.5,37.4,89.1,49.7,16.07,40.1,65.0,81.1,1271.0,0,2.0,5.14,2.89
EV230243,2024.0,32116.0,94.0,91.07,0.3985,97.53,49.67,7.0,0.434,22.5,50.9,92.1,65.6,15.91,62.1,45.6,11.3,1032.0,0,1.0,8.93,2.26
EV265812,2018.0,179699.0,404.0,76.31,0.6141,94.17,66.92,3.0,0.319,24.1,73.2,49.0,53.2,28.5,45.7,57.5,18.4,896.0,0,1.0,23.69,7.92
EV251812,2018.0,153529.0,214.0,83.37,0.4592,94.26,75.54,3.0,0.319,24.6,55.4,68.8,64.9,19.35,34.5,47.6,66.9,721.0,0,3.0,16.63,8.1
EV132703,2021.0,25028.0,19.0,99.8,0.4046,99.1,102.52,1.0,0.352,11.3,27.0,79.3,53.4,13.24,10.1,59.2,54.5,1485.0,0,0.0,,4.74
EV226238,2021.0,96581.0,214.0,85.76,0.561,94.63,69.86,5.0,0.572,45.5,65.6,72.8,51.7,21.97,55.2,60.9,26.3,1118.0,0,2.0,14.24,4.77
EV143206,2022.0,113203.0,220.0,87.95,0.5051,94.98,94.65,9.0,0.393,32.4,97.3,72.7,57.1,21.01,37.2,54.0,33.2,1130.0,0,1.0,12.05,4.11
EV205624,2024.0,14456.0,1.0,99.8,0.3572,97.0,57.7,1.0,0.266,6.4,20.6,92.8,51.6,12.52,20.8,63.6,84.5,1475.0,0,3.0,,1.73
EV220334,2018.0,311368.0,873.0,49.83,0.7215,91.5,34.53,16.0,0.718,40.6,127.1,70.8,80.2,28.92,90.1,46.4,0.0,172.0,1,6.0,50.17,8.16
EV222308,2019.0,500.0,10.0,95.73,0.4008,96.21,77.92,3.0,0.434,1.3,3.0,64.1,54.0,17.48,9.9,61.2,70.8,1456.0,0,4.0,4.27,6.81
EV120909,2019.0,27969.0,45.0,99.73,0.3838,97.43,67.93,2.0,0.346,5.8,12.9,69.9,45.6,13.66,31.0,70.5,60.2,1535.0,0,4.0,0.27,7.1
EV236130,2016.0,102263.0,314.0,83.43,0.5144,96.64,41.38,2.0,0.146,12.7,34.5,50.4,54.3,17.31,0.4,68.4,88.1,993.0,0,3.0,16.57,10.16
EV265330,2015.0,135368.0,238.0,87.66,0.4772,96.78,86.93,4.0,0.254,24.1,45.3,41.5,54.1,27.93,43.0,58.1,59.5,1111.0,0,3.0,12.34,11.23
EV273975,2016.0,171121.0,533.0,74.81,0.6522,95.54,45.72,4.0,0.319,33.0,56.9,72.8,60.5,26.42,13.4,57.0,71.7,687.0,0,0.0,25.19,9.61
EV248724,2024.0,38745.0,128.0,98.31,0.4306,97.83,43.06,6.0,0.182,20.4,56.2,99.1,47.1,14.18,7.2,68.2,69.8,1353.0,0,1.0,1.69,2.26
EV291376,2020.0,8105.0,1.0,99.8,0.3533,94.89,51.62,4.0,0.257,4.5,14.7,79.0,51.7,12.23,24.4,61.8,53.0,1180.0,0,2.0,0.2,6.09
EV268693,2024.0,8957.0,104.0,92.38,0.4019,96.6,53.9,4.0,0.572,12.9,22.9,100.0,58.1,18.33,62.7,54.3,70.7,1287.0,0,1.0,7.62,1.92
EV156232,2017.0,273613.0,1028.0,34.78,1.2283,94.98,18.16,12.0,0.389,35.6,97.6,59.1,82.7,52.08,96.4,33.1,0.0,0.0,1,,65.22,8.85
EV240710,2020.0,21602.0,19.0,99.8,0.3883,99.5,64.13,4.0,0.142,3.8,12.1,86.7,46.6,14.57,26.4,60.4,100.0,1440.0,0,2.0,0.2,5.99
EV171093,2015.0,500.0,1.0,99.8,0.4225,96.8,103.59,1.0,0.092,1.1,3.0,50.9,52.3,19.94,26.9,69.1,66.7,1514.0,0,0.0,0.2,10.94
EV205867,2022.0,33082.0,92.0,89.54,0.417,96.28,84.38,6.0,0.503,15.1,45.4,61.3,67.7,25.74,36.1,50.7,53.4,1003.0,0,0.0,10.46,3.99
EV187005,2020.0,75005.0,110.0,97.79,0.4159,97.59,93.18,1.0,0.106,12.0,40.9,82.2,43.1,1.8,17.5,61.0,86.1,1353.0,0,1.0,2.21,5.75
EV121828,2022.0,106995.0,275.0,80.28,0.6107,92.75,50.88,7.0,0.63,34.3,76.9,83.5,59.5,20.98,49.4,56.4,7.5,994.0,0,0.0,19.72,4.22
EV208106,2021.0,500.0,1.0,99.8,0.3955,99.24,38.37,2.0,0.676,1.1,3.3,74.2,54.9,16.45,18.6,65.9,53.5,1477.0,0,1.0,0.2,5.25
EV231969,2024.0,62064.0,151.0,88.4,0.3731,92.43,73.18,10.0,0.221,35.8,92.0,93.3,60.7,13.35,48.3,47.3,0.2,968.0,0,1.0,11.6,1.97
EV204299,2018.0,168010.0,556.0,69.82,0.6785,91.02,40.65,8.0,0.329,41.5,66.6,75.1,68.7,22.27,30.6,46.9,48.3,707.0,0,2.0,30.18,8.13
EV173140,2019.0,109774.0,530.0,77.98,0.5728,94.44,35.61,6.0,0.293,17.8,61.4,72.8,54.6,29.41,7.4,64.3,49.4,771.0,0,2.0,22.02,6.74
EV168581,2019.0,196250.0,299.0,87.61,0.4689,96.16,107.96,2.0,0.178,41.3,94.8,59.7,78.4,26.35,8.3,46.8,41.0,706.0,0,2.0,21.1,6.84
EV114059,2022.0,137028.0,411.0,67.77,0.5815,92.24,51.71,16.0,0.565,52.9,120.3,72.0,66.8,38.14,67.6,52.5,15.8,528.0,1,,32.23,3.83
EV252249,2021.0,143991.0,259.0,71.28,0.5063,91.47,69.17,6.0,0.462,20.4,86.5,81.1,68.6,24.63,31.5,45.6,0.0,383.0,0,2.0,28.72,5.08
EV288706,2017.0,45917.0,127.0,95.65,0.4093,93.68,64.43,1.0,0.194,7.6,23.4,64.2,48.2,13.42,40.8,65.6,54.9,1315.0,0,6.0,4.35,8.8
EV102301,2015.0,66680.0,214.0,55.69,1.019,85.04,25.42,4.0,0.137,12.0,23.2,38.6,72.6,36.12,82.4,45.3,0.0,273.0,1,3.0,44.31,10.97
EV154783,2015.0,386926.0,1797.0,40.17,0.9303,89.34,17.47,4.0,0.319,32.4,111.1,55.8,69.4,46.9,33.2,47.9,9.6,0.0,1,2.0,59.83,11.26
EV114531,2018.0,33308.0,141.0,92.26,0.4491,97.75,41.0,9.0,0.376,7.4,20.5,74.1,53.8,17.8,45.3,57.5,43.9,1266.0,0,3.0,7.74,8.28
EV252449,2023.0,4888.0,1.0,99.8,0.345,96.73,114.8,1.0,0.063,9.1,25.9,85.3,44.3,11.88,0.4,72.7,82.5,1030.0,0,2.0,0.2,2.99
EV174856,2020.0,101456.0,238.0,89.05,0.4638,97.26,73.02,6.0,0.47,42.9,71.4,93.0,54.6,9.37,29.3,56.7,47.1,1097.0,0,,10.95,4.76
EV281308,2022.0,127519.0,390.0,78.98,0.5621,94.43,64.88,4.0,0.264,52.7,91.2,85.5,48.7,18.25,50.2,61.3,68.8,844.0,0,3.0,21.02,4.38
EV155302,2017.0,78549.0,58.0,97.67,0.3744,97.87,69.72,1.0,0.28,9.7,15.4,51.7,45.8,15.85,19.9,62.7,65.0,1030.0,0,1.0,2.33,8.8
EV246111,2019.0,42505.0,28.0,98.37,0.3716,95.44,99.29,6.0,0.142,9.1,24.2,70.4,49.1,5.5,32.0,62.9,96.1,1384.0,0,1.0,1.63,
EV275023,2021.0,38199.0,122.0,94.85,0.4015,98.05,112.56,1.0,0.091,11.9,28.6,78.7,45.6,8.28,0.0,56.9,81.1,1030.0,0,2.0,5.15,5.22
EV165992,2021.0,81716.0,299.0,81.76,0.4839,95.3,45.5,10.0,0.226,19.3,52.9,72.8,57.1,20.25,3.8,61.2,78.3,1026.0,0,4.0,18.24,4.75
EV155989,2021.0,500.0,17.0,99.8,0.3994,96.34,69.69,2.0,0.359,1.0,3.0,88.7,61.9,13.02,34.7,42.8,73.8,1510.0,0,1.0,0.2,4.85
EV292522,2018.0,64067.0,307.0,71.06,0.619,88.6,64.02,5.0,0.325,6.6,21.5,59.1,81.5,32.21,63.1,37.8,24.1,654.0,1,,28.94,8.31
EV170421,2021.0,78549.0,322.0,83.49,0.6142,93.15,71.64,9.0,0.39,28.4,86.6,89.2,54.8,16.19,23.7,63.6,27.3,938.0,0,4.0,16.51,5.03
EV169731,2016.0,15401.0,56.0,94.4,0.4412,95.37,58.48,1.0,0.553,2.1,7.1,49.6,60.9,14.6,47.9,51.1,28.3,1355.0,0,2.0,5.6,10.0
EV153192,2018.0,29607.0,1.0,99.8,0.472,94.98,100.72,1.0,0.374,4.2,10.0,75.7,51.9,5.85,33.2,54.4,50.7,1515.0,0,2.0,0.2,7.83
EV249278,2023.0,12453.0,1.0,99.8,0.3555,95.29,115.22,1.0,0.126,9.6,11.5,90.0,66.0,11.33,21.3,46.7,63.0,1173.0,0,2.0,,2.96
EV289533,2021.0,36392.0,128.0,87.94,0.4979,93.31,58.49,2.0,0.214,14.0,26.5,72.8,68.0,33.04,30.5,43.1,69.5,1211.0,0,4.0,12.06,4.76
EV234083,2020.0,87868.0,330.0,83.51,0.5143,94.22,64.02,6.0,0.288,26.0,42.3,71.2,48.7,18.33,22.9,56.9,68.8,961.0,0,3.0,16.49,6.26
EV286871,2017.0,102731.0,214.0,80.2,0.5083,95.79,55.88,4.0,0.357,18.2,36.4,80.9,70.0,17.16,16.3,47.5,32.8,672.0,0,2.0,19.8,8.78
EV104530,2018.0,78549.0,488.0,70.04,0.7141,93.44,66.89,6.0,0.145,31.3,76.1,65.7,65.2,22.36,46.4,51.8,94.6,693.0,0,5.0,,8.11
EV179456,2020.0,97636.0,146.0,93.89,0.4472,96.53,73.38,1.0,0.223,22.7,53.8,59.1,47.1,21.17,31.4,62.0,50.2,1246.0,0,4.0,6.11,5.86
EV229289,2024.0,6351.0,7.0,99.8,0.3939,95.42,55.38,1.0,0.133,16.1,27.5,93.7,39.1,11.33,2.6,72.6,73.9,1508.0,0,0.0,0.2,1.88
EV163832,2023.0,90777.0,125.0,90.19,0.3969,95.13,89.01,7.0,0.565,34.9,88.7,72.8,65.1,6.12,24.9,52.8,13.1,978.0,0,1.0,9.81,
EV219423,2015.0,93331.0,129.0,88.95,0.4261,96.37,90.95,1.0,0.628,11.5,31.7,52.5,69.5,27.48,32.4,53.1,18.2,969.0,0,1.0,11.05,10.94
EV265647,2021.0,28990.0,1.0,99.34,0.4029,96.64,93.49,1.0,0.697,6.0,13.5,84.7,43.0,5.67,50.4,66.1,11.1,1446.0,0,2.0,0.66,4.97
EV194094,2017.0,4381.0,214.0,99.75,0.3366,94.59,86.95,1.0,0.341,1.8,3.0,53.9,46.2,1.75,37.4,62.3,52.8,1496.0,0,2.0,0.25,8.92
EV142915,2023.0,17615.0,214.0,90.4,0.4763,94.45,60.85,4.0,0.285,5.8,15.5,78.1,56.8,15.67,25.4,67.9,63.6,666.0,0,5.0,9.6,3.03
EV187353,2024.0,36975.0,164.0,94.32,0.3514,92.98,84.71,2.0,0.088,31.4,64.8,98.8,48.9,8.13,19.9,69.7,81.1,1258.0,0,2.0,5.68,2.1
EV228635,2020.0,11952.0,6.0,98.33,0.5063,98.3,90.9,4.0,0.119,1.5,3.0,65.0,53.9,22.72,17.7,56.9,68.2,756.0,0,1.0,1.67,7.02
EV299999,2024.0,54982.0,174.0,87.31,0.4339,94.91,77.18,10.0,0.417,31.9,100.6,83.4,65.0,25.03,47.7,49.6,32.0,925.0,0,1.0,12.69,2.08
EV163676,2021.0,500.0,17.0,96.12,0.3932,96.47,78.45,2.0,0.337,1.4,3.0,80.2,54.4,22.53,36.5,59.0,62.5,1434.0,0,0.0,3.88,4.95
EV241432,2021.0,7303.0,11.0,97.72,0.509,95.87,71.46,1.0,0.129,1.9,3.0,73.6,53.0,9.56,53.3,59.1,52.1,776.0,0,0.0,2.28,5.09
EV254954,2016.0,363042.0,832.0,59.31,0.7002,89.79,56.37,11.0,0.893,35.3,123.4,63.1,68.5,33.08,60.2,54.7,0.0,378.0,1,2.0,40.69,9.56
EV286125,2016.0,76709.0,199.0,89.71,0.4618,95.3,56.95,5.0,0.582,16.5,28.8,74.2,52.7,8.36,31.5,57.7,42.1,1173.0,0,,10.29,10.01
EV184409,2018.0,5645.0,1.0,99.8,0.3673,96.21,76.78,2.0,0.112,2.0,3.0,55.9,63.9,13.57,0.0,54.4,84.6,1202.0,0,3.0,0.2,8.0
EV287597,2023.0,44786.0,60.0,96.47,0.4244,95.57,79.08,2.0,0.39,16.0,52.5,81.4,49.2,9.3,43.6,65.3,54.9,1397.0,0,2.0,3.53,3.18
EV105882,2015.0,58382.0,214.0,92.6,0.458,96.46,95.12,3.0,0.318,11.1,14.6,51.7,54.9,16.55,30.3,57.3,64.0,1287.0,0,,7.4,10.92
EV140400,2021.0,35381.0,92.0,97.22,0.3437,95.8,67.37,7.0,0.125,10.9,30.6,76.5,60.7,17.26,40.7,56.8,83.0,1053.0,0,4.0,2.78,4.89
EV217042,2019.0,14510.0,21.0,94.28,0.4268,93.35,59.06,2.0,0.451,1.5,3.0,73.1,59.5,6.5,69.3,48.4,11.8,1132.0,0,3.0,5.72,6.94
